Zaman damgası,  Yaşınızı belirtiniz:  ,  Şu anki en yüksek eğitim durumunuz nedir?  ,  Hangi Yapay Zekâ araçlarının ismini duydunuz ve/veya kullandınız?  ,Yapay Zekâ araçlarını (hepsi dahil) ortalama ne sıklıkla kullanıyorsunuz? (Lütfen size en uygun olanı seçiniz.),"Yapay Zekâ araçlarından elde ettiğiniz çıktıların (cevap, metin, kod vb.) doğruluğuna ve güvenilirliğine ne kadar güveniyorsunuz? (1 = Hiç Güvenmiyorum, 5 = Tamamen Güveniyorum)",  Yapay Zekâ aracının ürettiği çıktıları kullanmadan önce daima (veya çoğunlukla) kontrol eder misiniz?  ,"Yapay Zekâ araçlarını etkin bir şekilde kullanmak için gereken teknik beceriye sahip olduğunuzu düşünüyor musunuz? (1 = Kesinlikle Katılmıyorum, 5 = Kesinlikle Katılıyorum.)",  Yapay zekâ araçlarını kullanmanızdaki temel motivasyonunuz aşağıdakilerden hangisidir?  ,"Önümüzdeki 6 ay içinde Yapay Zekâ araçlarını mesleki veya akademik çalışmalarınızda daha yoğun kullanma niyetiniz hangi düzeydedir? ( 1 = 
Kesinlikle Niyetim Yok , 5 =  Kesinlikle Yüksek Niyetim Var)"
21.12.2025 22:19:10,37,Yüksek Lisans/Doktora,"Gemini / Bard (Google), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), GitHub Copilot / Diğer Kod Üretici YZ Araçları, Hiçbiri",Hiç kullanmıyorum,2,"Hayır, genellikle kontrol etmem.",4,"Merak / Teknolojiyi keşfetme isteği, İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",2
21.12.2025 22:19:18,50,Lisans,"ChatGPT (OpenAI), Copilot (Microsoft), GitHub Copilot / Diğer Kod Üretici YZ Araçları",Ayda birkaç kez,1,"Hayır, sadece kritik durumlarda kontrol ederim.",3,"Merak / Teknolojiyi keşfetme isteği, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, İş / Okul görevlerini tamamlamak",1
21.12.2025 22:35:00,25,Lise veya altı,"Copilot (Microsoft), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), GitHub Copilot / Diğer Kod Üretici YZ Araçları, 46",Günlük (1 kez),4,"Evet, daima kontrol ederim.",2,"Merak / Teknolojiyi keşfetme isteği, İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",1
21.12.2025 22:35:09,43,Yüksek Lisans/Doktora,"Gemini / Bard (Google), Copilot (Microsoft), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), 44",Günlük (1 kez),2,"Hayır, genellikle kontrol etmem.",4,"Verimliliğimi artırmak / Zaman kazanmak, Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",1
21.12.2025 22:35:18,51,Lisans,"Gemini / Bard (Google), GitHub Copilot / Diğer Kod Üretici YZ Araçları",Haftada birkaç kez,5,"Hayır, genellikle kontrol etmem.",3,"Verimliliğimi artırmak / Zaman kazanmak, Merak / Teknolojiyi keşfetme isteği, İş / Okul görevlerini tamamlamak",5
21.12.2025 22:35:27,54,Lise veya altı,"ChatGPT (OpenAI), Gemini / Bard (Google), Copilot (Microsoft), 38",Ayda birkaç kez,3,"Hayır, sadece kritik durumlarda kontrol ederim.",4,"Verimliliğimi artırmak / Zaman kazanmak, Merak / Teknolojiyi keşfetme isteği, Yaratıcılığımı desteklemek / Yeni fikirler üretmek",3
21.12.2025 22:35:36,50,Ön Lisans,"ChatGPT (OpenAI), GitHub Copilot / Diğer Kod Üretici YZ Araçları, 49",Günlük (Birden fazla kez),4,"Hayır, genellikle kontrol etmem.",1,"Verimliliğimi artırmak / Zaman kazanmak, İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",2
21.12.2025 22:35:45,57,Yüksek Lisans/Doktora,"ChatGPT (OpenAI), Gemini / Bard (Google), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), Hiçbiri, 49",Günlük (Birden fazla kez),2,"Hayır, sadece kritik durumlarda kontrol ederim.",4,"Yaratıcılığımı desteklemek / Yeni fikirler üretmek, İş / Okul görevlerini tamamlamak",2
21.12.2025 22:35:54,52,Yüksek Lisans/Doktora,"ChatGPT (OpenAI), Gemini / Bard (Google), Copilot (Microsoft), GitHub Copilot / Diğer Kod Üretici YZ Araçları, Hiçbiri",Haftada birkaç kez,1,"Hayır, genellikle kontrol etmem.",4,"Merak / Teknolojiyi keşfetme isteği, İş / Okul görevlerini tamamlamak",4
21.12.2025 22:36:03,42,Ön Lisans,"Gemini / Bard (Google), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler)",Ayda birkaç kez,1,"Evet, daima kontrol ederim.",5,"Verimliliğimi artırmak / Zaman kazanmak, Merak / Teknolojiyi keşfetme isteği",2
21.12.2025 22:36:12,49,Lisans,"ChatGPT (OpenAI), Gemini / Bard (Google), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), GitHub Copilot / Diğer Kod Üretici YZ Araçları, Hiçbiri",Günlük (1 kez),4,"Hayır, genellikle kontrol etmem.",4,"Merak / Teknolojiyi keşfetme isteği, Yaratıcılığımı desteklemek / Yeni fikirler üretmek",5
21.12.2025 22:36:21,41,Lise veya altı,"Gemini / Bard (Google), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), GitHub Copilot / Diğer Kod Üretici YZ Araçları, Hiçbiri, 47",Haftada birkaç kez,2,"Hayır, genellikle kontrol etmem.",2,"Verimliliğimi artırmak / Zaman kazanmak, Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Merak / Teknolojiyi keşfetme isteği",4
21.12.2025 22:36:30,59,Yüksek Lisans/Doktora,"ChatGPT (OpenAI), GitHub Copilot / Diğer Kod Üretici YZ Araçları, 47",Günlük (1 kez),4,"Hayır, genellikle kontrol etmem.",5,"Merak / Teknolojiyi keşfetme isteği, İş / Okul görevlerini tamamlamak",2
21.12.2025 22:36:39,31,Lise veya altı,"ChatGPT (OpenAI), Copilot (Microsoft), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler)",Günlük (1 kez),3,"Evet, daima kontrol ederim.",5,Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak,5
21.12.2025 22:36:48,60,Lisans,"ChatGPT (OpenAI), Gemini / Bard (Google), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), GitHub Copilot / Diğer Kod Üretici YZ Araçları, Hiçbiri, 26",Haftada birkaç kez,2,"Hayır, genellikle kontrol etmem.",2,"İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",4
21.12.2025 22:36:57,46,Lise veya altı,"Copilot (Microsoft), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), GitHub Copilot / Diğer Kod Üretici YZ Araçları, 59",Günlük (1 kez),1,"Hayır, genellikle kontrol etmem.",1,"Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",4
21.12.2025 22:37:06,56,Yüksek Lisans/Doktora,"Copilot (Microsoft), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), GitHub Copilot / Diğer Kod Üretici YZ Araçları, Hiçbiri",Hiç kullanmıyorum,3,"Evet, daima kontrol ederim.",3,Eğlence / Hobi amaçlı kullanmak,1
21.12.2025 22:37:15,60,Ön Lisans,"ChatGPT (OpenAI), Copilot (Microsoft), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), GitHub Copilot / Diğer Kod Üretici YZ Araçları, 59",Çok nadiren (Ayda 1 kereden az),2,"Evet, daima kontrol ederim.",4,"Verimliliğimi artırmak / Zaman kazanmak, Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Merak / Teknolojiyi keşfetme isteği, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, Eğlence / Hobi amaçlı kullanmak",3
21.12.2025 22:37:24,59,Ön Lisans,"Copilot (Microsoft), GitHub Copilot / Diğer Kod Üretici YZ Araçları",Ayda birkaç kez,1,"Hayır, genellikle kontrol etmem.",2,"Merak / Teknolojiyi keşfetme isteği, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",1
21.12.2025 22:37:33,36,Ön Lisans,"Copilot (Microsoft), GitHub Copilot / Diğer Kod Üretici YZ Araçları, Hiçbiri",Haftada birkaç kez,2,"Hayır, sadece kritik durumlarda kontrol ederim.",4,"Verimliliğimi artırmak / Zaman kazanmak, Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Merak / Teknolojiyi keşfetme isteği, İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",3
21.12.2025 22:37:42,54,Lisans,"ChatGPT (OpenAI), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), 43",Günlük (1 kez),5,"Evet, daima kontrol ederim.",5,"Verimliliğimi artırmak / Zaman kazanmak, İş / Okul görevlerini tamamlamak",3
21.12.2025 22:37:51,60,Ön Lisans,"Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), GitHub Copilot / Diğer Kod Üretici YZ Araçları",Ayda birkaç kez,1,"Evet, daima kontrol ederim.",4,"Verimliliğimi artırmak / Zaman kazanmak, Merak / Teknolojiyi keşfetme isteği",2
21.12.2025 22:38:01,59,Ön Lisans,"ChatGPT (OpenAI), Gemini / Bard (Google), GitHub Copilot / Diğer Kod Üretici YZ Araçları, 21",Ayda birkaç kez,2,"Hayır, sadece kritik durumlarda kontrol ederim.",2,"Merak / Teknolojiyi keşfetme isteği, İş / Okul görevlerini tamamlamak",3
21.12.2025 22:38:10,56,Ön Lisans,"Copilot (Microsoft), 19",Ayda birkaç kez,1,"Hayır, genellikle kontrol etmem.",4,"Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",2
21.12.2025 22:38:19,40,Lisans,"ChatGPT (OpenAI), Gemini / Bard (Google), Hiçbiri",Haftada birkaç kez,4,"Evet, daima kontrol ederim.",1,"Merak / Teknolojiyi keşfetme isteği, İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",3
21.12.2025 22:38:27,40,Yüksek Lisans/Doktora,"ChatGPT (OpenAI), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), GitHub Copilot / Diğer Kod Üretici YZ Araçları, 40",Haftada birkaç kez,4,"Evet, daima kontrol ederim.",1,"Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Merak / Teknolojiyi keşfetme isteği, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, Eğlence / Hobi amaçlı kullanmak",5
21.12.2025 22:38:36,31,Yüksek Lisans/Doktora,"Gemini / Bard (Google), Copilot (Microsoft), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), GitHub Copilot / Diğer Kod Üretici YZ Araçları, 41",Hiç kullanmıyorum,1,"Evet, daima kontrol ederim.",2,"İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",4
21.12.2025 22:38:45,35,Ön Lisans,"ChatGPT (OpenAI), Gemini / Bard (Google), Copilot (Microsoft), 50",Haftada birkaç kez,4,"Evet, daima kontrol ederim.",3,"Verimliliğimi artırmak / Zaman kazanmak, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, Eğlence / Hobi amaçlı kullanmak",2
21.12.2025 22:38:55,35,Lise veya altı,"Gemini / Bard (Google), Copilot (Microsoft), GitHub Copilot / Diğer Kod Üretici YZ Araçları, Hiçbiri",Hiç kullanmıyorum,4,"Evet, daima kontrol ederim.",3,Eğlence / Hobi amaçlı kullanmak,2
21.12.2025 22:39:04,46,Yüksek Lisans/Doktora,"ChatGPT (OpenAI), Gemini / Bard (Google), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), Hiçbiri, 35",Günlük (Birden fazla kez),1,"Hayır, sadece kritik durumlarda kontrol ederim.",5,"Merak / Teknolojiyi keşfetme isteği, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, Eğlence / Hobi amaçlı kullanmak",5
21.12.2025 22:39:14,41,Lise veya altı,"ChatGPT (OpenAI), Gemini / Bard (Google), GitHub Copilot / Diğer Kod Üretici YZ Araçları",Haftada birkaç kez,4,"Hayır, genellikle kontrol etmem.",3,"Verimliliğimi artırmak / Zaman kazanmak, Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Yaratıcılığımı desteklemek / Yeni fikirler üretmek",4
21.12.2025 22:39:24,55,Ön Lisans,ChatGPT (OpenAI),Hiç kullanmıyorum,3,"Evet, daima kontrol ederim.",5,"Verimliliğimi artırmak / Zaman kazanmak, Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak",3
21.12.2025 22:39:34,21,Yüksek Lisans/Doktora,Gemini / Bard (Google),Hiç kullanmıyorum,1,"Hayır, genellikle kontrol etmem.",3,"Merak / Teknolojiyi keşfetme isteği, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",4
21.12.2025 22:39:44,20,Lisans,"GitHub Copilot / Diğer Kod Üretici YZ Araçları, Hiçbiri",Haftada birkaç kez,5,"Evet, daima kontrol ederim.",3,"Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, Eğlence / Hobi amaçlı kullanmak",1
21.12.2025 22:39:53,54,Lisans,"ChatGPT (OpenAI), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), Hiçbiri, 46",Çok nadiren (Ayda 1 kereden az),2,"Hayır, genellikle kontrol etmem.",5,"Verimliliğimi artırmak / Zaman kazanmak, Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Merak / Teknolojiyi keşfetme isteği, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, Eğlence / Hobi amaçlı kullanmak",2
21.12.2025 22:40:03,57,Lisans,"ChatGPT (OpenAI), Hiçbiri",Günlük (1 kez),3,"Evet, daima kontrol ederim.",2,"Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Merak / Teknolojiyi keşfetme isteği, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, İş / Okul görevlerini tamamlamak",3
21.12.2025 22:40:13,57,Lise veya altı,"ChatGPT (OpenAI), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), GitHub Copilot / Diğer Kod Üretici YZ Araçları, 52",Günlük (Birden fazla kez),3,"Hayır, sadece kritik durumlarda kontrol ederim.",4,"Merak / Teknolojiyi keşfetme isteği, İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",3
21.12.2025 22:40:22,34,Lisans,"ChatGPT (OpenAI), Copilot (Microsoft), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), 47",Günlük (Birden fazla kez),3,"Hayır, genellikle kontrol etmem.",1,Eğlence / Hobi amaçlı kullanmak,2
21.12.2025 22:40:32,26,Lise veya altı,"Gemini / Bard (Google), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), Hiçbiri, 56",Haftada birkaç kez,1,"Hayır, genellikle kontrol etmem.",4,"Verimliliğimi artırmak / Zaman kazanmak, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",2
21.12.2025 22:40:42,53,Lise veya altı,"ChatGPT (OpenAI), GitHub Copilot / Diğer Kod Üretici YZ Araçları, Hiçbiri",Günlük (1 kez),2,"Hayır, sadece kritik durumlarda kontrol ederim.",3,"Verimliliğimi artırmak / Zaman kazanmak, Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, İş / Okul görevlerini tamamlamak",2
21.12.2025 22:40:51,54,Lisans,"ChatGPT (OpenAI), Copilot (Microsoft), Hiçbiri",Günlük (Birden fazla kez),2,"Hayır, genellikle kontrol etmem.",3,"Merak / Teknolojiyi keşfetme isteği, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, Eğlence / Hobi amaçlı kullanmak",5
21.12.2025 22:41:00,21,Ön Lisans,"Copilot (Microsoft), Hiçbiri, 24",Haftada birkaç kez,5,"Hayır, genellikle kontrol etmem.",3,"Verimliliğimi artırmak / Zaman kazanmak, Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, İş / Okul görevlerini tamamlamak",1
21.12.2025 22:41:09,36,Lisans,"ChatGPT (OpenAI), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), GitHub Copilot / Diğer Kod Üretici YZ Araçları, 45",Çok nadiren (Ayda 1 kereden az),4,"Hayır, sadece kritik durumlarda kontrol ederim.",5,"Yaratıcılığımı desteklemek / Yeni fikirler üretmek, İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",5
21.12.2025 22:41:18,42,Lisans,"Gemini / Bard (Google), Copilot (Microsoft), 60",Ayda birkaç kez,3,"Hayır, genellikle kontrol etmem.",2,Yaratıcılığımı desteklemek / Yeni fikirler üretmek,2
21.12.2025 22:41:28,42,Ön Lisans,"ChatGPT (OpenAI), Hiçbiri, 56",Günlük (1 kez),2,"Hayır, sadece kritik durumlarda kontrol ederim.",2,"Verimliliğimi artırmak / Zaman kazanmak, Merak / Teknolojiyi keşfetme isteği, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, İş / Okul görevlerini tamamlamak",5
21.12.2025 22:41:37,49,Lisans,"ChatGPT (OpenAI), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), Hiçbiri",Günlük (Birden fazla kez),2,"Hayır, genellikle kontrol etmem.",5,"Verimliliğimi artırmak / Zaman kazanmak, Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, İş / Okul görevlerini tamamlamak",5
21.12.2025 22:41:46,55,Lise veya altı,"Gemini / Bard (Google), Copilot (Microsoft), GitHub Copilot / Diğer Kod Üretici YZ Araçları",Günlük (Birden fazla kez),2,"Hayır, sadece kritik durumlarda kontrol ederim.",1,"Verimliliğimi artırmak / Zaman kazanmak, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, Eğlence / Hobi amaçlı kullanmak",5
21.12.2025 22:41:55,40,Ön Lisans,"Copilot (Microsoft), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), 45",Hiç kullanmıyorum,3,"Hayır, sadece kritik durumlarda kontrol ederim.",3,"Verimliliğimi artırmak / Zaman kazanmak, Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, Eğlence / Hobi amaçlı kullanmak",3
21.12.2025 22:42:04,56,Ön Lisans,"Copilot (Microsoft), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), GitHub Copilot / Diğer Kod Üretici YZ Araçları, Hiçbiri",Günlük (Birden fazla kez),4,"Hayır, genellikle kontrol etmem.",5,"Merak / Teknolojiyi keşfetme isteği, İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",2
21.12.2025 22:42:14,25,Lise veya altı,"GitHub Copilot / Diğer Kod Üretici YZ Araçları, Hiçbiri",Haftada birkaç kez,5,"Hayır, sadece kritik durumlarda kontrol ederim.",5,"Verimliliğimi artırmak / Zaman kazanmak, Yaratıcılığımı desteklemek / Yeni fikirler üretmek",1
21.12.2025 22:42:23,46,Ön Lisans,"Copilot (Microsoft), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), GitHub Copilot / Diğer Kod Üretici YZ Araçları, Hiçbiri, 33",Haftada birkaç kez,2,"Hayır, genellikle kontrol etmem.",5,"Yaratıcılığımı desteklemek / Yeni fikirler üretmek, İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",1
21.12.2025 22:42:32,37,Lise veya altı,"ChatGPT (OpenAI), Gemini / Bard (Google), Copilot (Microsoft), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), 29",Günlük (1 kez),2,"Evet, daima kontrol ederim.",4,"Verimliliğimi artırmak / Zaman kazanmak, Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak",5
21.12.2025 22:42:41,57,Lise veya altı,"Copilot (Microsoft), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), 44",Günlük (Birden fazla kez),4,"Evet, daima kontrol ederim.",2,"Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, İş / Okul görevlerini tamamlamak",3
21.12.2025 22:42:50,54,Yüksek Lisans/Doktora,"ChatGPT (OpenAI), Gemini / Bard (Google), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler)",Günlük (Birden fazla kez),1,"Hayır, genellikle kontrol etmem.",2,"Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Merak / Teknolojiyi keşfetme isteği, İş / Okul görevlerini tamamlamak",4
21.12.2025 22:42:59,24,Lise veya altı,"ChatGPT (OpenAI), Gemini / Bard (Google), Copilot (Microsoft), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), Hiçbiri, 29",Günlük (Birden fazla kez),5,"Hayır, sadece kritik durumlarda kontrol ederim.",4,"İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",2
21.12.2025 22:43:08,24,Lisans,"ChatGPT (OpenAI), Hiçbiri",Ayda birkaç kez,5,"Evet, daima kontrol ederim.",2,"Merak / Teknolojiyi keşfetme isteği, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, İş / Okul görevlerini tamamlamak",2
21.12.2025 22:43:17,54,Lise veya altı,"Gemini / Bard (Google), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), 31",Çok nadiren (Ayda 1 kereden az),3,"Hayır, genellikle kontrol etmem.",3,"Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",5
21.12.2025 22:43:26,55,Lise veya altı,"Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), Hiçbiri, 45",Ayda birkaç kez,4,"Hayır, genellikle kontrol etmem.",5,"Verimliliğimi artırmak / Zaman kazanmak, Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak",3
21.12.2025 22:43:35,20,Yüksek Lisans/Doktora,"ChatGPT (OpenAI), Gemini / Bard (Google), Copilot (Microsoft), GitHub Copilot / Diğer Kod Üretici YZ Araçları, Hiçbiri, 60",Haftada birkaç kez,4,"Evet, daima kontrol ederim.",2,Verimliliğimi artırmak / Zaman kazanmak,4
21.12.2025 22:43:44,27,Yüksek Lisans/Doktora,Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler),Günlük (1 kez),2,"Hayır, sadece kritik durumlarda kontrol ederim.",4,"Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Yaratıcılığımı desteklemek / Yeni fikirler üretmek",4
21.12.2025 22:43:54,24,Ön Lisans,"ChatGPT (OpenAI), Copilot (Microsoft), GitHub Copilot / Diğer Kod Üretici YZ Araçları, Hiçbiri",Ayda birkaç kez,1,"Hayır, sadece kritik durumlarda kontrol ederim.",1,"Verimliliğimi artırmak / Zaman kazanmak, Merak / Teknolojiyi keşfetme isteği, Eğlence / Hobi amaçlı kullanmak",4
21.12.2025 22:44:03,50,Ön Lisans,"Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), Hiçbiri, 44",Ayda birkaç kez,1,"Hayır, sadece kritik durumlarda kontrol ederim.",2,"Merak / Teknolojiyi keşfetme isteği, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, İş / Okul görevlerini tamamlamak",1
21.12.2025 22:44:12,59,Lisans,"ChatGPT (OpenAI), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), GitHub Copilot / Diğer Kod Üretici YZ Araçları, Hiçbiri, 35",Günlük (1 kez),3,"Evet, daima kontrol ederim.",1,"Verimliliğimi artırmak / Zaman kazanmak, Merak / Teknolojiyi keşfetme isteği, Yaratıcılığımı desteklemek / Yeni fikirler üretmek",1
21.12.2025 22:44:22,22,Yüksek Lisans/Doktora,"Gemini / Bard (Google), Copilot (Microsoft), GitHub Copilot / Diğer Kod Üretici YZ Araçları, 60",Çok nadiren (Ayda 1 kereden az),1,"Hayır, sadece kritik durumlarda kontrol ederim.",3,"Merak / Teknolojiyi keşfetme isteği, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",1
21.12.2025 22:44:32,55,Lisans,"Gemini / Bard (Google), 23",Haftada birkaç kez,2,"Hayır, genellikle kontrol etmem.",5,"Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, İş / Okul görevlerini tamamlamak",2
21.12.2025 22:44:42,35,Ön Lisans,"Hiçbiri, 33",Ayda birkaç kez,4,"Evet, daima kontrol ederim.",3,"Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, İş / Okul görevlerini tamamlamak",5
21.12.2025 22:44:52,60,Yüksek Lisans/Doktora,"Hiçbiri, 22",Ayda birkaç kez,3,"Hayır, sadece kritik durumlarda kontrol ederim.",3,"Verimliliğimi artırmak / Zaman kazanmak, Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Merak / Teknolojiyi keşfetme isteği, İş / Okul görevlerini tamamlamak",1
21.12.2025 22:45:01,31,Lisans,"ChatGPT (OpenAI), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), GitHub Copilot / Diğer Kod Üretici YZ Araçları, Hiçbiri, 41",Ayda birkaç kez,5,"Evet, daima kontrol ederim.",1,"Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Merak / Teknolojiyi keşfetme isteği, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, Eğlence / Hobi amaçlı kullanmak",2
21.12.2025 22:45:11,26,Lisans,"ChatGPT (OpenAI), Gemini / Bard (Google), GitHub Copilot / Diğer Kod Üretici YZ Araçları, Hiçbiri, 45",Hiç kullanmıyorum,2,"Hayır, genellikle kontrol etmem.",1,Merak / Teknolojiyi keşfetme isteği,5
21.12.2025 22:45:20,59,Yüksek Lisans/Doktora,GitHub Copilot / Diğer Kod Üretici YZ Araçları,Haftada birkaç kez,4,"Evet, daima kontrol ederim.",3,"Verimliliğimi artırmak / Zaman kazanmak, Merak / Teknolojiyi keşfetme isteği, Yaratıcılığımı desteklemek / Yeni fikirler üretmek",3
21.12.2025 22:45:29,36,Yüksek Lisans/Doktora,"ChatGPT (OpenAI), GitHub Copilot / Diğer Kod Üretici YZ Araçları, Hiçbiri, 45",Haftada birkaç kez,5,"Hayır, genellikle kontrol etmem.",5,"Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Merak / Teknolojiyi keşfetme isteği, İş / Okul görevlerini tamamlamak",2
22.12.2025 10:55:32,55,Lise veya altı,Gemini / Bard (Google),Haftada birkaç kez,2,"Hayır, sadece kritik durumlarda kontrol ederim.",4,"Verimliliğimi artırmak / Zaman kazanmak, Yaratıcılığımı desteklemek / Yeni fikirler üretmek",5
22.12.2025 10:55:41,49,Ön Lisans,"GitHub Copilot / Diğer Kod Üretici YZ Araçları, Hiçbiri, 19",Günlük (1 kez),3,"Evet, daima kontrol ederim.",5,"Verimliliğimi artırmak / Zaman kazanmak, Merak / Teknolojiyi keşfetme isteği",5
